,,,Και των δύο φύλων ,,,,,,,,,,,,,,,,,Άρρενες,,,,,,,,,,,,,,,,,Θήλεις,,,,,,,,,,,,,,,,
level,location_id,name,sum, 0-4, 5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,sum, 0-4, 5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,sum, 0-4, 5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+
8,2423703040102,"Σπαλιαραίικα,τα",111,3,5,4,6,3,3,5,9,5,12,11,10,13,9,5,16,59,3,0,4,8,3,0,0,6,4,6,8,4,6,4,4,5,49,3,3,3,0,0,0,3,6,4,3,5,3,4,3,5,8
8,2423703040103,"Υψηλή Ράχη,η",29,4,0,3,0,0,0,3,3,3,0,0,3,3,4,3,8,15,4,0,3,0,0,0,4,0,0,0,0,4,3,3,3,4,17,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,6
7,24237030402,Δημοτική Κοινότητα Αγίου Νικολάου Κράλης,325,12,17,26,19,13,8,11,16,18,28,23,19,9,18,21,59,169,6,12,16,13,9,3,8,3,10,10,12,9,4,10,6,26,158,4,8,12,9,7,8,5,11,12,16,8,6,9,11,12,30
8,2423703040201,"Καλαμάκιον,το",121,0,16,13,6,0,0,3,4,9,15,7,7,6,10,8,19,63,0,6,7,3,0,0,0,0,6,3,5,0,4,5,3,9,60,0,7,9,5,0,0,4,4,0,10,0,3,3,3,3,12
8,2423703040202,"Άγιος Νικόλαος,ο",61,4,0,4,7,3,0,3,0,8,5,0,0,0,3,0,8,25,0,0,3,5,4,0,3,0,3,4,0,0,0,0,0,3,32,3,0,4,5,3,0,0,0,3,4,3,0,0,3,0,3
8,2423703040203,"Αυγεραίικα,τα",52,0,0,0,5,3,0,0,0,0,3,5,3,0,3,0,15,30,0,0,0,4,3,0,0,3,0,3,0,3,0,0,0,8,19,0,0,0,3,0,0,0,0,0,0,3,0,0,0,4,9
8,2423703040204,"Θωμαίικα,τα",71,4,0,5,3,3,4,3,3,4,5,4,5,0,5,3,6,38,4,0,3,3,0,3,0,3,3,0,0,3,0,5,0,3,35,0,0,4,4,0,3,0,3,0,3,5,0,0,0,3,8
8,2423703040205,"Ποιμενοχώριον,το",22,0,0,0,0,3,3,3,3,0,0,0,3,0,3,3,4,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,14,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,4
7,24237030403,Δημοτική Κοινότητα Αγίου Στεφάνου,813,6,7,5,10,34,89,118,126,106,96,65,50,38,24,11,26,730,3,7,5,4,31,80,112,122,101,92,58,43,33,17,4,16,85,6,3,3,3,5,7,3,3,3,7,10,3,7,3,5,12
8,2423703040301,"Άγιος Στέφανος,ο",144,6,7,4,11,6,8,12,10,9,9,16,5,7,5,12,20,77,0,5,3,4,3,5,7,10,6,5,9,3,5,3,5,10,68,6,4,3,3,0,5,3,3,6,0,10,0,4,5,5,8
8,2423703040302,"Παλαιά Περιστέρα,η",29,3,0,3,3,3,0,3,0,0,3,0,3,4,0,0,3,12,3,0,3,0,0,0,0,0,0,0,0,4,5,3,0,3,14,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3
8,2423703040303,"Φυλακές,οι",640,0,4,0,0,26,77,109,114,98,89,47,37,22,12,0,3,640,0,4,0,0,26,77,109,114,98,89,47,37,22,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24237030404,Δημοτική Κοινότητα Άνω Σουδεναιίκων,156,0,3,5,7,0,3,8,13,8,7,10,16,12,17,6,41,75,0,3,6,0,0,7,6,8,6,4,3,7,7,10,3,16,78,0,0,3,4,0,0,4,3,4,4,5,11,3,4,8,22
8,2423703040401,"Άνω Σουδεναίικα,τα",156,0,3,5,7,0,3,8,13,8,7,10,16,12,17,6,41,75,0,3,6,0,0,7,6,8,6,4,3,7,7,10,3,16,78,0,0,3,4,0,0,4,3,4,4,5,11,3,4,8,22
7,24237030405,Δημοτική Κοινότητα Άρλας,317,11,14,25,20,19,12,9,13,12,29,34,20,19,16,16,40,168,9,7,14,11,13,10,4,5,6,17,16,15,13,11,9,17,151,0,4,13,6,9,4,3,10,8,15,15,7,9,7,6,27
8,2423703040501,"Άρλα,η",317,11,14,25,20,19,12,9,13,12,29,34,20,19,16,16,40,168,9,7,14,11,13,10,4,5,6,17,16,15,13,11,9,17,151,0,4,13,6,9,4,3,10,8,15,15,7,9,7,6,27
7,24237030406,Δημοτική Κοινότητα Αχαϊκού,131,0,4,4,0,5,17,10,3,5,4,10,15,14,10,6,19,68,0,0,4,0,4,8,7,3,4,0,7,3,5,7,3,5,61,0,0,0,0,3,6,0,3,0,0,6,8,7,5,0,17
8,2423703040601,"Αχαϊκόν,το",131,0,4,4,0,5,17,10,3,5,4,10,15,14,10,6,19,68,0,0,4,0,4,8,7,3,4,0,7,3,5,7,3,5,61,0,0,0,0,3,6,0,3,0,0,6,8,7,5,0,17
7,24237030407,Δημοτική Κοινότητα Γαλαναίϊκα,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6
8,2423703040701,"Γαλαναίϊκα,τα",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6
7,24237030408,Δημοτική Κοινότητα Γκανέϊκα,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423703040801,"Γκανέικα,τα",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24237030409,Δημοτική Κοινότητα Κάτω Μαζαράκι,520,26,18,18,27,17,17,22,31,35,38,42,35,33,40,38,83,269,11,12,12,8,6,10,11,17,20,17,22,20,21,20,25,36,248,11,8,9,15,9,10,8,11,12,19,22,17,15,23,11,49
8,2423703040901,"Κάτω Μαζαράκιον,το",520,26,18,18,27,17,17,22,31,35,38,42,35,33,40,38,83,269,11,12,12,8,6,10,11,17,20,17,22,20,21,20,25,36,248,11,8,9,15,9,10,8,11,12,19,22,17,15,23,11,49
7,24237030410,Δημοτική Κοινότητα Μιτοπόλεως,289,15,10,8,13,19,14,8,13,20,22,12,17,11,19,26,49,148,6,9,7,7,12,4,6,9,9,14,10,10,9,8,12,24,143,13,4,3,9,9,7,4,6,13,5,4,9,4,14,11,29
8,2423703041001,"Μιτόπολις,η",179,11,9,6,7,12,9,8,11,7,15,10,12,10,11,12,23,88,5,8,0,7,8,5,6,9,5,13,4,9,9,3,4,9,89,8,4,4,3,6,6,4,5,5,5,4,6,3,6,5,16
8,2423703041002,"Κώμη,η",83,4,0,3,7,4,0,0,3,6,6,4,3,3,6,11,27,43,0,0,3,4,0,0,0,0,3,4,4,4,0,3,5,11,42,0,0,0,0,0,0,0,3,5,4,0,0,3,5,9,14
8,2423703041003,"Σουβαλιωτέικα,τα",28,0,0,0,4,8,3,0,0,0,3,3,0,0,0,4,0,18,0,0,0,0,3,3,0,0,0,3,3,0,0,0,4,0,6,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0
7,24237030411,Δημοτική Κοινότητα Πορτών,168,3,9,9,7,8,4,5,9,5,13,11,12,9,17,14,36,90,4,3,8,0,3,5,0,6,3,4,7,6,7,12,7,16,76,0,3,3,3,4,3,3,0,5,6,0,3,4,7,4,23
8,2423703041101,"Πόρται,αι",168,3,9,9,7,8,4,5,9,5,13,11,12,9,17,14,36,90,4,3,8,0,3,5,0,6,3,4,7,6,7,12,7,16,76,0,3,3,3,4,3,3,0,5,6,0,3,4,7,4,23
7,24237030412,Δημοτική Κοινότητα Σαντομερίου,224,5,9,6,7,10,13,18,15,9,14,21,15,11,13,22,40,112,5,3,6,3,3,7,9,9,3,8,6,7,4,4,11,20,110,3,3,3,5,10,8,5,3,3,3,12,11,4,6,9,17
8,2423703041201,"Σαντομέριον,το",136,4,5,0,5,9,7,13,8,5,10,13,10,8,5,18,25,68,4,4,0,3,3,0,5,4,4,4,4,3,3,3,7,16,71,3,4,0,3,4,3,5,0,5,3,6,4,3,5,8,11
8,2423703041202,"Αμπελάκια,τα",13,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0
8,2423703041203,"Μονή Αγίας Μαρίνης Μαρίτσης,η",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423703041204,"Πολύλοφον,το",72,0,3,3,4,0,3,5,5,4,3,6,8,5,0,4,12,41,0,4,6,0,0,3,3,4,0,3,5,0,4,0,3,5,33,0,0,0,4,0,0,0,5,0,0,4,4,4,0,0,4
7,24237030413,Δημοτική Κοινότητα Φλόκα,119,3,4,4,6,3,0,3,7,9,3,11,12,11,10,8,24,61,0,0,0,4,3,0,3,5,3,0,8,7,3,8,8,7,60,3,0,4,4,0,0,0,4,4,0,4,6,6,6,0,20
8,2423703041301,"Φλόκας,ο",56,0,0,0,3,0,0,3,5,3,0,7,13,3,4,3,13,29,0,0,0,4,0,0,3,0,0,0,3,7,0,0,3,4,30,0,0,0,3,0,0,0,0,3,0,3,3,0,3,0,12
8,2423703041302,"Ζησιμαίικα,τα",65,3,4,0,5,0,0,3,4,4,3,5,3,6,10,0,9,35,0,0,0,4,0,0,3,0,3,0,3,0,0,6,0,0,33,3,0,0,0,0,0,0,0,4,0,0,3,4,3,0,5
7,24237030414,Δημοτική Κοινότητα Φωσταίνης,183,3,9,6,8,8,12,12,4,14,10,18,18,9,13,12,28,101,3,3,5,7,7,4,4,3,9,7,9,13,8,4,7,12,85,3,3,0,4,4,5,4,3,7,0,5,7,3,6,9,13
8,2423703041401,"Φώσταινα,η",183,3,9,6,8,8,12,12,4,14,10,18,18,9,13,12,28,101,3,3,5,7,7,4,4,3,9,7,9,13,8,4,7,12,85,3,3,0,4,4,5,4,3,7,0,5,7,3,6,9,13
7,24237030415,Δημοτική Κοινότητα Χαϊκαλίου,335,14,10,19,19,17,17,18,15,23,21,38,25,17,20,16,55,181,10,8,7,11,8,12,10,6,15,6,23,10,6,13,9,26,155,7,5,9,10,7,7,5,7,6,12,12,13,14,10,9,27
8,2423703041501,"Χαϊκάλιον,το",262,11,9,13,11,15,14,7,9,16,15,35,24,11,13,9,41,143,7,6,6,7,6,11,5,9,10,4,23,10,3,3,4,20,121,3,5,6,0,7,5,6,4,3,13,9,10,6,6,6,24
8,2423703041502,"Κατσαϊταίικα,τα",45,5,0,3,3,0,0,4,0,5,0,3,0,6,9,3,5,22,0,0,0,0,0,0,4,0,3,0,0,0,3,5,3,4,20,3,0,0,0,0,0,3,0,0,0,0,0,0,7,4,3
8,2423703041503,"Κουνελαίικα,τα",28,0,0,0,5,4,5,0,0,0,3,4,0,4,0,4,4,16,0,0,0,0,4,3,0,0,0,0,3,0,0,0,3,3,14,0,0,0,5,0,0,0,3,0,0,4,0,0,0,0,0
7,24237030416,Δημοτική Κοινότητα Χαραυγής,188,3,4,6,9,11,4,13,7,6,12,9,11,18,17,12,32,97,0,4,0,3,9,3,9,4,4,10,4,6,14,10,3,12,94,0,0,4,9,6,0,6,5,4,4,3,8,7,9,11,18
8,2423703041601,"Χαραυγή,η",41,0,0,0,3,0,0,5,0,3,3,0,4,3,9,5,11,20,0,0,0,3,0,0,5,0,3,5,0,0,3,7,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5
8,2423703041602,"Νεοχώριον,το",60,0,7,3,7,0,0,5,0,3,4,5,3,11,4,0,8,31,0,7,0,0,3,0,3,3,0,4,0,0,7,3,0,6,32,0,0,0,4,0,0,5,3,3,0,3,3,6,4,0,4
8,2423703041603,"Πηγάδια,τα",82,3,3,0,4,9,0,3,0,4,5,8,9,4,4,11,14,40,0,3,0,0,3,0,0,0,5,0,3,7,3,3,0,4,44,0,0,0,3,4,0,5,3,4,0,3,4,0,4,6,8
5,2423704,ΔΗΜΟΣ ΕΡΥΜΑΝΘΟΥ,8208,267,354,410,396,393,439,445,438,520,550,552,549,636,559,480,1218,4397,134,179,210,205,222,249,250,259,295,318,317,283,364,299,257,560,3814,130,177,203,189,167,193,197,182,223,234,233,268,275,263,221,655
6,242370401,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΦΑΡΡΩΝ,4402,146,211,252,207,234,231,217,249,279,323,298,294,327,277,234,616,2326,68,112,126,97,139,122,109,146,153,192,173,155,183,146,123,280,2079,81,96,124,113,93,106,104,105,124,134,128,141,146,128,109,339
7,24237040101,Δημοτική Κοινότητα Χαλανδρίτσης,929,36,48,58,46,60,50,51,48,64,63,60,61,70,58,46,112,484,15,27,31,21,34,28,25,25,31,41,28,36,46,25,24,44,443,18,23,28,22,24,20,25,25,31,25,29,28,26,31,19,66
8,2423704010101,"Χαλανδρίτσα,η",821,32,37,53,42,49,50,44,40,55,53,56,51,63,49,39,105,433,15,24,29,18,31,28,25,21,31,30,24,33,42,24,17,44,390,14,17,26,21,15,20,22,21,27,21,29,20,17,27,19,63
8,2423704010102,"Κυδωνιές,οι",11,3,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0
8,2423704010103,"Μαστοραίικα - Σταμαίικα,τα",97,0,9,0,0,9,3,4,7,6,11,0,8,11,6,3,9,50,0,6,0,0,5,0,3,6,3,7,0,5,3,4,3,3,44,3,5,0,3,6,3,0,4,7,8,0,5,5,4,3,5
7,24237040102,Δημοτική Κοινότητα Βασιλικού,681,28,32,48,22,31,22,30,46,38,57,35,50,47,55,47,96,359,17,17,21,11,15,9,15,31,22,32,24,21,25,22,24,46,319,9,12,24,14,13,9,12,17,19,28,14,27,24,31,20,48
8,2423704010201,"Βασιλικόν,το",367,14,11,32,14,15,11,17,21,23,31,22,30,21,21,22,60,194,11,9,14,10,8,7,12,12,10,12,15,14,10,13,13,24,177,6,0,15,8,4,7,8,7,16,16,5,19,8,11,11,34
8,2423704010202,"Αγριλιά,η",119,4,12,3,0,0,4,4,16,7,8,5,9,14,11,9,16,72,4,7,3,4,0,0,0,6,5,8,3,5,8,8,4,11,49,0,8,0,0,0,0,0,6,0,3,0,6,3,5,7,7
8,2423704010203,"Κυδωνίαι,αι",76,4,4,7,3,8,0,4,5,5,13,4,7,3,7,5,4,35,0,0,3,4,3,0,0,4,3,7,3,5,0,3,3,4,44,4,4,3,3,3,0,4,3,0,9,3,0,3,7,4,3
8,2423704010204,"Στέρνα,η",26,0,5,0,0,0,0,3,0,3,0,0,0,0,3,4,0,14,0,5,3,0,0,0,0,0,3,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
8,2423704010205,"Στεφάνη,η",88,4,3,5,0,4,6,8,10,6,10,5,3,4,8,8,16,51,3,0,3,0,0,0,6,7,3,8,0,3,4,0,5,7,40,4,4,0,0,6,3,4,0,0,0,0,3,3,6,0,7
7,24237040103,Δημοτική Κοινότητα Ελληνικού,273,10,12,9,15,15,24,21,13,5,15,20,24,29,24,9,31,143,3,5,3,7,12,13,10,11,5,4,11,12,18,16,9,12,133,10,5,3,5,7,8,9,4,3,9,12,9,14,11,3,22
8,2423704010301,"Ελληνικόν,το",76,3,3,7,3,0,3,3,3,6,3,3,7,11,9,4,10,40,3,3,3,3,5,3,0,4,3,0,3,5,6,6,0,4,38,0,3,3,0,0,0,3,0,3,0,3,5,6,0,0,8
8,2423704010302,"Αγία Ελεούσα,η",67,0,0,3,6,0,7,3,0,0,10,9,6,0,9,3,9,37,0,0,3,3,0,4,3,0,0,3,3,4,5,4,0,0,27,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,6
8,2423704010303,"Βαλματούρα,η",8,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,3,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3
8,2423704010304,"Κανελλάκι,το",33,3,0,4,4,3,3,4,5,0,3,4,4,0,0,4,0,16,0,0,0,0,4,0,3,3,0,0,0,3,0,0,4,0,15,3,0,4,4,0,0,4,0,0,3,5,3,0,0,0,0
8,2423704010305,"Κούμαρης,ο",17,0,0,0,0,3,0,0,3,0,0,0,3,3,4,0,0,10,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0
8,2423704010306,"Νεοχώριον,το",41,7,4,0,3,5,4,6,3,0,0,0,4,6,4,4,6,19,0,0,0,0,0,0,4,3,0,0,0,3,3,0,0,4,25,5,6,0,3,5,5,4,0,0,0,0,3,0,4,0,0
8,2423704010307,"Χρυσαυγή,η",38,0,3,0,0,0,3,8,4,0,0,0,3,3,3,0,6,20,0,3,0,0,0,0,0,4,0,0,0,3,3,4,0,3,13,0,0,0,0,3,3,4,0,0,0,0,3,3,0,0,0
7,24237040104,Δημοτική Κοινότητα Ισώματος,349,8,18,30,24,14,20,17,25,19,27,19,24,16,21,21,47,192,4,8,19,9,5,9,10,10,9,17,12,12,6,14,9,25,160,7,8,8,12,6,9,5,12,12,13,9,9,7,11,9,20
8,2423704010401,"Ίσωμα,το",349,8,18,30,24,14,20,17,25,19,27,19,24,16,21,21,47,192,4,8,19,9,5,9,10,10,9,17,12,12,6,14,9,25,160,7,8,8,12,6,9,5,12,12,13,9,9,7,11,9,20
7,24237040105,Δημοτική Κοινότητα Καλανίστρας,123,4,8,0,4,6,4,8,5,7,9,10,7,11,5,7,21,65,0,5,4,0,4,3,5,3,6,9,4,5,6,4,4,8,56,3,5,0,0,4,5,5,4,3,0,3,4,3,4,0,10
8,2423704010501,"Καλανίστρα,η",68,0,3,0,4,5,6,0,3,5,3,6,3,3,5,4,15,39,0,0,0,0,4,3,0,0,0,3,0,0,4,0,4,8,31,0,3,0,0,3,3,3,0,3,0,3,0,3,3,0,9
8,2423704010502,"Ροδιά,η",53,5,9,0,3,3,0,5,0,4,4,3,0,4,3,0,4,27,0,5,4,0,0,0,3,0,3,4,0,3,4,0,0,3,27,3,0,0,3,3,0,0,3,0,0,3,0,0,0,0,3
7,24237040106,Δημοτική Κοινότητα Καλάνου,102,3,8,4,0,4,5,4,3,12,7,9,8,5,8,6,20,56,0,0,0,0,3,0,4,3,9,7,5,3,0,0,5,10,49,3,4,3,0,0,3,0,0,5,0,0,3,0,5,4,7
8,2423704010601,"Κάλανος,ο",102,3,8,4,0,4,5,4,3,12,7,9,8,5,8,6,20,56,0,0,0,0,3,0,4,3,9,7,5,3,0,0,5,10,49,3,4,3,0,0,3,0,0,5,0,0,3,0,5,4,7
7,24237040107,Δημοτική Κοινότητα Καλουσίου,165,0,5,5,19,18,9,7,4,6,14,13,13,13,8,4,28,96,0,4,8,8,10,6,5,3,8,9,7,7,9,6,4,6,71,0,3,0,8,5,3,5,0,3,7,4,3,0,4,0,19
8,2423704010701,"Καλούσιον,το",165,0,5,5,19,18,9,7,4,6,14,13,13,13,8,4,28,96,0,4,8,8,10,6,5,3,8,9,7,7,9,6,4,6,71,0,3,0,8,5,3,5,0,3,7,4,3,0,4,0,19
7,24237040108,Δημοτική Κοινότητα Καταρράκτου,71,0,4,0,0,0,4,6,8,3,3,5,3,9,8,9,10,37,0,0,0,0,0,0,0,9,0,0,4,0,4,4,5,4,37,0,0,0,0,0,3,5,0,0,0,4,5,7,0,0,4
8,2423704010801,"Καταρράκτης,ο",71,0,4,0,0,0,4,6,8,3,3,5,3,9,8,9,10,37,0,0,0,0,0,0,0,9,0,0,4,0,4,4,5,4,37,0,0,0,0,0,3,5,0,0,0,4,5,7,0,0,4
7,24237040109,Δημοτική Κοινότητα Κριθαρακίων,134,3,3,6,6,7,8,8,5,7,8,13,9,12,9,6,26,72,0,3,3,5,5,6,7,3,3,4,7,4,10,6,0,12,65,0,3,4,3,5,0,4,0,3,7,9,4,5,0,5,16
8,2423704010901,"Κριθαράκια,τα",78,0,0,6,6,8,5,0,3,4,6,10,0,7,3,0,15,44,0,0,3,5,5,4,0,0,3,4,7,0,3,3,0,3,37,0,0,4,3,4,4,0,0,3,4,5,0,6,0,0,9
8,2423704010902,"Αστέριον,το",59,3,3,0,0,3,0,4,0,0,5,3,8,3,5,5,13,31,0,0,0,0,0,4,3,0,0,0,0,4,4,7,0,7,25,0,3,0,0,3,0,4,0,0,5,3,3,0,0,5,9
7,24237040110,Δημοτική Κοινότητα Λακκωμάτων,63,3,0,3,3,4,0,0,4,0,4,6,9,7,6,0,8,38,3,3,3,3,3,0,0,3,0,0,4,3,4,0,0,7,29,0,3,0,3,3,0,0,0,0,3,5,3,0,3,0,4
8,2423704011001,"Λακκώματα,τα",63,3,0,3,3,4,0,0,4,0,4,6,9,7,6,0,8,38,3,3,3,3,3,0,0,3,0,0,4,3,4,0,0,7,29,0,3,0,3,3,0,0,0,0,3,5,3,0,3,0,4
8,2423704011002,"Τσαπουρνιά,η",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24237040111,Δημοτική Κοινότητα Μιραλίου,83,0,6,0,4,8,6,0,0,3,3,8,3,8,4,10,18,43,3,0,4,0,3,3,0,0,3,3,5,3,7,4,6,10,38,0,4,0,0,0,0,0,0,3,3,6,0,4,0,6,10
8,2423704011101,"Μιράλιον,το",83,0,6,0,4,8,6,0,0,3,3,8,3,8,4,10,18,43,3,0,4,0,3,3,0,0,3,3,5,3,7,4,6,10,38,0,4,0,0,0,0,0,0,3,3,6,0,4,0,6,10
7,24237040112,Δημοτική Κοινότητα Νέου Κομπηγαδίου,95,3,3,4,7,3,4,4,3,9,5,5,7,5,7,4,16,49,0,3,0,0,4,4,0,5,7,3,4,6,0,0,3,7,43,0,0,0,5,3,3,0,0,4,0,3,3,3,4,3,12
8,2423704011201,"Νέον Κομπηγάδιον,το",75,0,3,4,4,0,5,4,4,9,3,4,4,5,7,4,10,39,0,3,0,0,0,0,0,0,7,0,3,4,0,0,3,3,34,0,0,0,3,0,3,0,0,4,0,3,0,3,4,3,9
8,2423704011202,"Μίχας,ο",3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423704011203,"Πλάτανος,ο",18,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,13,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,5
7,24237040113,Δημοτική Κοινότητα Πλατανόβρυσης,352,10,11,21,15,23,18,20,18,26,23,22,28,32,18,25,54,175,5,6,5,3,13,10,12,9,10,16,16,6,16,12,9,25,174,7,8,13,14,7,11,5,11,13,9,8,19,13,9,13,26
8,2423704011301,"Πλατανόβρυση,η",177,3,8,11,6,11,9,8,8,12,8,15,12,15,8,14,30,95,0,4,3,3,10,6,7,8,5,4,8,4,7,3,7,17,85,5,0,5,0,3,5,4,4,4,0,5,11,10,3,10,15
8,2423704011302,"Αγία Παρασκευή,η",24,4,0,3,5,3,0,0,3,4,0,3,0,0,0,0,7,15,4,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,13,0,0,0,5,3,0,0,0,3,0,0,0,0,0,0,3
8,2423704011303,"Κάτω Πλατανόβρυση,η",106,4,5,10,5,0,5,4,8,9,10,7,5,11,6,4,13,53,0,4,5,0,0,6,3,0,7,8,4,3,3,3,4,10,56,3,4,3,5,0,3,3,4,6,6,0,4,6,3,3,7
8,2423704011304,"Κοίμησις,η",42,3,0,0,7,3,3,0,0,3,3,4,9,3,3,0,0,21,0,0,0,0,0,0,0,0,3,3,5,5,3,0,0,0,24,0,0,0,7,0,3,0,0,0,3,0,8,0,0,0,3
7,24237040114,Δημοτική Κοινότητα Σταροχωρίου,366,16,25,22,16,18,12,12,24,29,32,15,20,28,16,17,58,191,12,12,13,11,9,7,0,14,19,16,14,10,17,11,8,28,178,7,17,12,7,7,7,9,14,13,19,4,8,8,7,6,32
8,2423704011401,"Άνω Σταροχώρι,το",76,5,4,3,3,0,3,4,3,3,7,5,3,5,4,6,15,36,0,5,3,0,0,3,0,0,4,3,0,3,3,3,3,9,37,5,0,4,0,0,0,4,0,0,6,3,3,3,3,6,4
8,2423704011402,"Δαφνούλα,η",210,7,16,16,9,6,11,5,17,21,21,9,9,10,7,10,32,113,8,3,8,7,6,3,0,9,11,11,6,3,9,3,4,15,100,3,10,10,5,3,7,3,10,13,7,5,8,0,9,3,15
8,2423704011403,"Κάτω Σταροχώρι,το",71,3,5,0,4,5,3,0,3,6,3,6,8,6,6,4,11,35,0,3,0,4,3,3,0,3,4,0,6,3,4,5,4,5,33,3,4,0,0,0,0,0,3,0,0,0,3,4,4,0,8
8,2423704011404,"Τρούσας,ο",17,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,9,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
7,24237040115,Δημοτική Κοινότητα Φαρών,500,19,27,41,30,28,35,24,30,37,39,38,20,29,25,24,58,259,9,17,18,13,19,21,7,18,17,23,22,10,12,16,14,26,239,12,12,21,15,6,17,13,15,17,20,18,12,14,12,13,29
8,2423704011501,"Φαραί,αι",470,16,29,41,26,28,33,23,30,34,39,38,20,25,23,20,55,246,6,15,18,10,19,19,7,15,14,23,22,5,15,16,8,30,227,12,12,21,14,6,12,12,13,17,20,18,12,13,9,10,28
8,2423704011502,"Πρέβεδος,ο",27,0,0,0,3,0,0,0,3,6,0,3,3,6,0,6,5,16,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,14,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
7,24237040116,Δημοτική Κοινότητα Χρυσοπηγής,114,3,0,0,0,11,10,5,10,3,6,11,15,12,10,6,11,66,0,0,0,0,5,6,8,6,3,6,8,9,9,6,6,4,50,4,0,0,0,3,7,0,0,0,3,0,4,6,0,3,5
8,2423704011601,"Χρυσοπηγή,η",88,3,0,0,0,6,7,5,10,4,6,10,12,11,10,4,7,50,0,0,0,0,3,3,8,6,4,0,11,6,9,6,0,4,35,4,0,0,0,3,7,0,0,0,0,3,4,6,0,0,5
8,2423704011602,"Άνω Χρυσοπηγή,η",23,0,0,0,0,9,0,0,0,0,3,3,0,0,0,4,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,3
6,242370402,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΛΕΝΤΖΙΟΥ,274,8,8,8,11,12,17,17,14,17,11,20,12,28,23,15,55,150,4,5,6,8,8,4,14,9,12,4,7,4,21,12,8,24,128,3,5,4,6,8,9,4,0,6,3,11,11,11,14,10,29
